estrategia,n_torneo,perdida,exploracion,puntaje_torneo,puntaje_acumulado,seed
A2C_LSTM,13,-5.83294422540348e-05,,0,[34601],4
A2C_LSTM,14,7.055041790008545,,0,[35199],4
A2C_LSTM,15,-0.00021965964697301388,,0,[34489],4
A2C_LSTM,16,-4.714606620837003e-05,,0,[34735],4
A2C_LSTM,17,-0.00023721286561340094,,0,[34792],4
A2C_LSTM,18,0.0004517274210229516,,0,[35008],4
A2C_LSTM,19,-0.00015170947881415486,,0,[35185],4
A2C_LSTM,20,-9.349828360427637e-06,,0,[34799],4
A2C_LSTM,21,7.371621131896973,,0,[34564],4
A2C_LSTM,22,0.00016787939239293337,,0,[34434],4
A2C_LSTM,23,-9.668926941230893e-05,,0,[34135],4
A2C_LSTM,24,-8.3006321801804e-05,,0,[34723],4
A2C_LSTM,25,2.524724550312385e-05,,0,[34868],4
A2C_LSTM,26,-0.0003052813117392361,,0,[34418],4
A2C_LSTM,27,-0.0001213000068673864,,0,[35117],4
A2C_LSTM,28,-7.438963802997023e-05,,0,[34765],4
A2C_LSTM,29,-0.00022636164794676006,,0,[35428],4
A2C_LSTM,30,0.00018030733917839825,,0,[35069],4
A2C_LSTM,31,-6.865226896479726e-05,,0,[35585],4
A2C_LSTM,32,7.386167049407959,,0,[34608],4
A2C_LSTM,33,-0.00018304037803318352,,0,[34849],4
A2C_LSTM,34,-7.417116285068914e-05,,0,[35044],4
A2C_LSTM,35,6.779178619384766,,0,[35041],4
A2C_LSTM,36,-0.0002052775671472773,,0,[34863],4
A2C_LSTM,37,-8.186513878172264e-05,,0,[34947],4
A2C_LSTM,38,-7.117032509995624e-05,,0,[35075],4
A2C_LSTM,39,-0.00011529699986567721,,0,[35292],4
A2C_LSTM,40,-0.00011170603102073073,,0,[35054],4
A2C_LSTM,41,0.00038594563375227153,,0,[34792],4
A2C_LSTM,42,-0.00029453137540258467,,0,[34571],4
A2C_LSTM,43,-0.0001430710981367156,,0,[35341],4
A2C_LSTM,44,0.00668311258777976,,0,[34654],4
A2C_LSTM,45,-0.00010790733358589932,,0,[35127],4
A2C_LSTM,46,-0.00024218764156103134,,0,[34496],4
A2C_LSTM,47,0.009951690211892128,,0,[35278],4
A2C_LSTM,48,-0.00012568770034704357,,0,[34058],4
A2C_LSTM,49,-9.80566255748272e-05,,0,[34994],4
A2C_LSTM,50,-7.574134360766038e-05,,0,[35225],4
A2C_LSTM,51,0.0016367390053346753,,0,[34747],4
A2C_LSTM,52,-0.0002049140603048727,,0,[34803],4
A2C_LSTM,53,-0.00023974693613126874,,0,[35181],4
A2C_LSTM,54,-0.0001284911559196189,,0,[34403],4
A2C_LSTM,55,-0.00011399095819797367,,0,[34918],4
